phenotype	variable_type	source	n_non_missing	n_missing	n_controls	n_cases
20003_1140858452	binary	phesant	361141	53	360980	161
20003_1141174032	binary	phesant	361141	53	360954	187
20003_1140877826	binary	phesant	361141	53	361034	107
20003_1141192916	binary	phesant	361141	53	360443	698
20003_1141200108	binary	phesant	361141	53	361010	131
20003_1140879644	binary	phesant	361141	53	361028	113
20003_1140888092	binary	phesant	361141	53	360901	240
20003_1140877630	binary	phesant	361141	53	360982	159
20003_1140862944	binary	phesant	361141	53	360948	193
20003_1140883748	binary	phesant	361141	53	360011	1130
20003_1140862266	binary	phesant	361141	53	360999	142
20003_1140872036	binary	phesant	361141	53	361012	129
20003_1140879806	binary	phesant	361141	53	360403	738
20003_1141168590	binary	phesant	361141	53	360902	239
20003_1140927328	binary	phesant	361141	53	360441	700
20003_1140882626	binary	phesant	361141	53	361019	122
20003_1141185316	binary	phesant	361141	53	361000	141
20003_1141176670	binary	phesant	361141	53	361001	140
20003_1141169844	binary	phesant	361141	53	360991	150
20003_1140862086	binary	phesant	361141	53	360029	1112
20003_1141194386	binary	phesant	361141	53	360874	267
20003_1140926732	binary	phesant	361141	53	360103	1038
20003_1141200004	binary	phesant	361141	53	360381	760
20003_1140864992	binary	phesant	361141	53	357130	4011
20003_1140873474	binary	phesant	361141	53	360958	183
20003_1140883664	binary	phesant	361141	53	360576	565
20003_1140882498	binary	phesant	361141	53	360923	218
20003_1141193346	binary	phesant	361141	53	360926	215
20003_1140874896	binary	phesant	361141	53	360475	666
20003_1140879854	binary	phesant	361141	53	360560	581
20003_1140860750	binary	phesant	361141	53	360976	165
20003_1141182628	binary	phesant	361141	53	360219	922
20003_1141166006	binary	phesant	361141	53	360559	582
20003_1140873450	binary	phesant	361141	53	361036	105
20003_1140923688	binary	phesant	361141	53	360877	264
20003_1141176284	binary	phesant	361141	53	361006	135
20003_1140928274	binary	phesant	361141	53	360876	265
20003_1140851088	binary	phesant	361141	53	360967	174
20003_1141188146	binary	phesant	361141	53	360624	517
20003_1141193282	binary	phesant	361141	53	360687	454
20003_2038460068	binary	phesant	361141	53	361036	105
20003_1141171152	binary	phesant	361141	53	360800	341
20003_1141146606	binary	phesant	361141	53	360584	557
20003_1141152848	binary	phesant	361141	53	360914	227
20003_1140881472	binary	phesant	361141	53	360630	511
20003_1141168584	binary	phesant	361141	53	360474	667
20003_1140860834	binary	phesant	361141	53	360030	1111
20003_1141180150	binary	phesant	361141	53	361039	102
20003_1140868170	binary	phesant	361141	53	360620	521
20003_1140883476	binary	phesant	361141	53	360987	154
20003_1141187776	binary	phesant	361141	53	360924	217
20003_1140865588	binary	phesant	361141	53	360892	249
20003_1140866466	binary	phesant	361141	53	361033	108
20003_1140922714	binary	phesant	361141	53	361039	102
20003_1140865336	binary	phesant	361141	53	360878	263
20003_1140861120	binary	phesant	361141	53	360825	316
20003_1140871168	binary	phesant	361141	53	360735	406
20003_1140879866	binary	phesant	361141	53	360862	279
20003_1141173348	binary	phesant	361141	53	360829	312
20003_1141166086	binary	phesant	361141	53	361017	124
20003_1140867444	binary	phesant	361141	53	360944	197
20003_1140888556	binary	phesant	361141	53	360955	186
20003_1140862148	binary	phesant	361141	53	360145	996
20003_1140872492	binary	phesant	361141	53	360997	144
20003_1140871188	binary	phesant	361141	53	360864	277
20003_1140872694	binary	phesant	361141	53	361015	126
20003_1140888758	binary	phesant	361141	53	360960	181
20003_1140927730	binary	phesant	361141	53	360919	222
20003_1141150750	binary	phesant	361141	53	361038	103
20003_1140860802	binary	phesant	361141	53	361009	132
20003_1141151016	binary	phesant	361141	53	360841	300
20003_1141200708	binary	phesant	361141	53	361020	121
20003_1140882728	binary	phesant	361141	53	360957	184
20003_1141145660	binary	phesant	361141	53	359434	1707
20003_1141167940	binary	phesant	361141	53	360940	201
20003_1141168322	binary	phesant	361141	53	360959	182
20003_1140910698	binary	phesant	361141	53	361013	128
20003_1140862770	binary	phesant	361141	53	361039	102
20003_1140880956	binary	phesant	361141	53	361035	106
20003_1141145638	binary	phesant	361141	53	360986	155
20003_1140871692	binary	phesant	361141	53	360928	213
20003_1140870306	binary	phesant	361141	53	360957	184
20003_1141180314	binary	phesant	361141	53	360809	332
20003_1141174508	binary	phesant	361141	53	361025	116
20003_1140862952	binary	phesant	361141	53	361007	134
20003_1141191748	binary	phesant	361141	53	360925	216
20003_1140871666	binary	phesant	361141	53	361002	139
20003_1141162764	binary	phesant	361141	53	360421	720
20003_1140865670	binary	phesant	361141	53	360908	233
20003_1140869848	binary	phesant	361141	53	359223	1918
20003_1141189094	binary	phesant	361141	53	361002	139
20003_1141199858	binary	phesant	361141	53	360928	213
20003_1140862144	binary	phesant	361141	53	360162	979
20003_1140871052	binary	phesant	361141	53	360989	152
20003_1140867818	binary	phesant	361141	53	360917	224
20003_1141179974	binary	phesant	361141	53	360727	414
20003_1140867998	binary	phesant	361141	53	361015	126
20003_1140863302	binary	phesant	361141	53	361003	138
20003_1141157252	binary	phesant	361141	53	360803	338
20003_1141164276	binary	phesant	361141	53	360841	300
20003_1140865010	binary	phesant	361141	53	360300	841
20003_1141172838	binary	phesant	361141	53	361033	108
20003_1141188594	binary	phesant	361141	53	361037	104
20003_1141164086	binary	phesant	361141	53	360485	656
20003_1140879762	binary	phesant	361141	53	361040	101
20003_1141180662	binary	phesant	361141	53	361031	110
20003_1140879630	binary	phesant	361141	53	360939	202
20003_1141157494	binary	phesant	361141	53	361015	126
20003_1140866116	binary	phesant	361141	53	360517	624
20003_1140864070	binary	phesant	361141	53	361037	104
20003_1140871336	binary	phesant	361141	53	360900	241
20003_1140882272	binary	phesant	361141	53	361027	114
20003_1140866236	binary	phesant	361141	53	360479	662
20003_1140927320	binary	phesant	361141	53	361025	116
20003_1141200072	binary	phesant	361141	53	361025	116
20003_1141200768	binary	phesant	361141	53	361037	104
20003_1140883656	binary	phesant	361141	53	361017	124
20003_1140861128	binary	phesant	361141	53	360444	697
20003_1141171336	binary	phesant	361141	53	360912	229
20003_1140888510	binary	phesant	361141	53	360514	627
20003_1140879798	binary	phesant	361141	53	361014	127
20003_1141157126	binary	phesant	361141	53	360469	672
20003_1140913292	binary	phesant	361141	53	361040	101
20003_1140923670	binary	phesant	361141	53	360520	621
20003_1140884696	binary	phesant	361141	53	361025	116
20003_1141151284	binary	phesant	361141	53	360867	274
20003_1140879818	binary	phesant	361141	53	360454	687
20003_1141157132	binary	phesant	361141	53	360865	276
20003_1140873476	binary	phesant	361141	53	360995	146
20003_1140916980	binary	phesant	361141	53	360940	201
20003_1140868426	binary	phesant	361141	53	360996	145
20003_1140862060	binary	phesant	361141	53	360995	146
20003_1140881474	binary	phesant	361141	53	360976	165
20003_1140861202	binary	phesant	361141	53	361021	120
20003_1140860904	binary	phesant	361141	53	360927	214
20003_1140871112	binary	phesant	361141	53	359777	1364
20003_1140883968	binary	phesant	361141	53	360985	156
20003_1140878186	binary	phesant	361141	53	360989	152
20003_1140852756	binary	phesant	361141	53	361004	137
20003_1140909482	binary	phesant	361141	53	360903	238
20003_1140860954	binary	phesant	361141	53	359952	1189
20003_1140888390	binary	phesant	361141	53	361016	125
20003_1141168122	binary	phesant	361141	53	360928	213
20003_1141180140	binary	phesant	361141	53	360819	322
20003_1141167708	binary	phesant	361141	53	361020	121
20003_1140878324	binary	phesant	361141	53	360985	156
20003_1140865016	binary	phesant	361141	53	360873	268
20003_1140876146	binary	phesant	361141	53	360981	160
20003_1140909872	binary	phesant	361141	53	360985	156
20003_1140923484	binary	phesant	361141	53	360932	209
20003_1140864950	binary	phesant	361141	53	360907	234
20003_1141195044	binary	phesant	361141	53	360980	161
20003_1140864952	binary	phesant	361141	53	361016	125
20003_1141173328	binary	phesant	361141	53	361013	128
20003_1140868064	binary	phesant	361141	53	361031	110
20003_1140882394	binary	phesant	361141	53	360833	308
20003_1141157178	binary	phesant	361141	53	361007	134
20003_1140911638	binary	phesant	361141	53	360941	200
20003_1140910498	binary	phesant	361141	53	360999	142
20003_1140870488	binary	phesant	361141	53	361037	104
20003_1140865872	binary	phesant	361141	53	361004	137
20003_1141171940	binary	phesant	361141	53	361024	117
20003_1140910766	binary	phesant	361141	53	359989	1152
20003_1141168752	binary	phesant	361141	53	360789	352
20003_1140879792	binary	phesant	361141	53	360569	572
20003_1141175684	binary	phesant	361141	53	360423	718
20003_1140865752	binary	phesant	361141	53	360814	327
20003_1140871196	binary	phesant	361141	53	360977	164
20003_1140861778	binary	phesant	361141	53	360475	666
20003_1140851812	binary	phesant	361141	53	360292	849
20003_1140872338	binary	phesant	361141	53	361029	112
20003_1140868172	binary	phesant	361141	53	360910	231
20003_1141157402	binary	phesant	361141	53	361002	139
20003_1140868080	binary	phesant	361141	53	361005	136
20003_1140888366	binary	phesant	361141	53	360592	549
20003_1141179764	binary	phesant	361141	53	361037	104
20003_1140881320	binary	phesant	361141	53	361012	129
20003_1140868364	binary	phesant	361141	53	360913	228
20003_1140879392	binary	phesant	361141	53	361010	131
20003_1141181868	binary	phesant	361141	53	360681	460
20003_1140862526	binary	phesant	361141	53	361027	114
20003_1140871506	binary	phesant	361141	53	361019	122
20003_1140909874	binary	phesant	361141	53	360701	440
20003_1140928284	binary	phesant	361141	53	360830	311
20003_1141190160	binary	phesant	361141	53	361020	121
20003_1140861936	binary	phesant	361141	53	361024	117
20003_1140925978	binary	phesant	361141	53	360980	161
20003_1141195224	binary	phesant	361141	53	361035	106
20003_1140875632	binary	phesant	361141	53	361011	130
20003_1140871688	binary	phesant	361141	53	360841	300
20003_1141172698	binary	phesant	361141	53	361031	110
20003_1140871680	binary	phesant	361141	53	360966	175
20003_1140865414	binary	phesant	361141	53	360952	189
20003_1141177600	binary	phesant	361141	53	360610	531
20003_1140856342	binary	phesant	361141	53	360852	289
20003_1140865668	binary	phesant	361141	53	360944	197
20003_1141153032	binary	phesant	361141	53	360969	172
20003_1140865394	binary	phesant	361141	53	361038	103
20003_1140888362	binary	phesant	361141	53	361023	118
20003_1140865000	binary	phesant	361141	53	361028	113
20003_1140860728	binary	phesant	361141	53	360981	160
20003_1141189090	binary	phesant	361141	53	360989	152
20003_1140861780	binary	phesant	361141	53	360926	215
20003_1141164872	binary	phesant	361141	53	361020	121
20003_1141190960	binary	phesant	361141	53	361017	124
20003_1140911642	binary	phesant	361141	53	360961	180
20003_1141157264	binary	phesant	361141	53	360917	224
20003_1140888762	binary	phesant	361141	53	360936	205
20003_1141145630	binary	phesant	361141	53	361036	105
20003_1141171646	binary	phesant	361141	53	360397	744
20003_1140862438	binary	phesant	361141	53	360955	186
20003_1141171038	binary	phesant	361141	53	361039	102
20003_1140911698	binary	phesant	361141	53	360996	145
20003_1140878172	binary	phesant	361141	53	361027	114
20003_1140860976	binary	phesant	361141	53	360992	149
20003_1141168108	binary	phesant	361141	53	360985	156
20003_1140860840	binary	phesant	361141	53	360761	380
20003_1140910512	binary	phesant	361141	53	361015	126
20024_3211	binary	phesant	9907	351287	9335	572
20024_1121	binary	phesant	9907	351287	9656	251
20024_1132	binary	phesant	9907	351287	9704	203
20024_1136	binary	phesant	9907	351287	9792	115
20024_1163	binary	phesant	9907	351287	9668	239
20024_1239	binary	phesant	9907	351287	9779	128
20024_2211	binary	phesant	9907	351287	9790	117
20024_2315	binary	phesant	9907	351287	9702	205
20024_2319	binary	phesant	9907	351287	9806	101
20024_3119	binary	phesant	9907	351287	9793	114
20024_3232	binary	phesant	9907	351287	9653	254
20024_3563	binary	phesant	9907	351287	9777	130
20024_4112	binary	phesant	9907	351287	9667	240
20024_4113	binary	phesant	9907	351287	9791	116
20024_4122	binary	phesant	9907	351287	9782	125
20024_4150	binary	phesant	9907	351287	9595	312
20024_6115	binary	phesant	9907	351287	9631	276
20024_7111	binary	phesant	9907	351287	9804	103
20079_6	binary	phesant	51427	309767	42583	8844
20079_1	binary	phesant	51427	309767	43386	8041
20079_2	binary	phesant	51427	309767	43141	8286
20079_3	binary	phesant	51427	309767	42824	8603
20079_4	binary	phesant	51427	309767	42738	8689
20079_5	binary	phesant	51427	309767	42587	8840
20079_7	binary	phesant	51427	309767	51303	124
20084_472	binary	phesant	51427	309767	38965	12462
20084_469	binary	phesant	51427	309767	50111	1316
20084_471	binary	phesant	51427	309767	48435	2992
20084_488	binary	phesant	51427	309767	49490	1937
20084_473	binary	phesant	51427	309767	43505	7922
20084_470	binary	phesant	51427	309767	51126	301
20084_468	binary	phesant	51427	309767	47585	3842
20084_478	binary	phesant	51427	309767	48136	3291
20084_476	binary	phesant	51427	309767	50273	1154
20084_487	binary	phesant	51427	309767	49888	1539
20084_485	binary	phesant	51427	309767	48533	2894
20084_474	binary	phesant	51427	309767	49053	2374
20084_479	binary	phesant	51427	309767	49789	1638
20084_486	binary	phesant	51427	309767	50711	716
20084_477	binary	phesant	51427	309767	50374	1053
20084_481	binary	phesant	51427	309767	50781	646
20084_475	binary	phesant	51427	309767	50931	496
20084_483	binary	phesant	51427	309767	50617	810
20084_480	binary	phesant	51427	309767	50466	961
20084_484	binary	phesant	51427	309767	50623	804
20084_482	binary	phesant	51427	309767	51204	223
20086_10	binary	phesant	51427	309767	45350	6077
20086_11	binary	phesant	51427	309767	49711	1716
20086_13	binary	phesant	51427	309767	49672	1755
20086_8	binary	phesant	51427	309767	50366	1061
20086_9	binary	phesant	51427	309767	50743	684
20086_12	binary	phesant	51427	309767	51303	124
20089_464	binary	phesant	51427	309767	47367	4060
20089_465	binary	phesant	51427	309767	10385	41042
20089_462	binary	phesant	51427	309767	43598	7829
20089_463	binary	phesant	51427	309767	46756	4671
20089_461	binary	phesant	51427	309767	49337	2090
20090_352	binary	phesant	51427	309767	42368	9059
20090_355	binary	phesant	51427	309767	47469	3958
20090_396	binary	phesant	51427	309767	51011	416
20090_365	binary	phesant	51427	309767	48750	2677
20090_354	binary	phesant	51427	309767	45201	6226
20090_353	binary	phesant	51427	309767	33408	18019
20090_371	binary	phesant	51427	309767	47233	4194
20090_359	binary	phesant	51427	309767	44880	6547
20090_357	binary	phesant	51427	309767	50876	551
20090_356	binary	phesant	51427	309767	50234	1193
20090_377	binary	phesant	51427	309767	50136	1291
20090_389	binary	phesant	51427	309767	50653	774
20090_364	binary	phesant	51427	309767	50889	538
20090_383	binary	phesant	51427	309767	50950	477
20090_395	binary	phesant	51427	309767	51261	166
20090_368	binary	phesant	51427	309767	50635	792
20090_374	binary	phesant	51427	309767	50686	741
20090_375	binary	phesant	51427	309767	50606	821
